#Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651746912,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651748131,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651762013,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651768415,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651778858,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651765182,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651776236,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651731854,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651778515,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651778517,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651755771,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651765592,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651730782,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651730686,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651729820,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651731024,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651754129,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651730122,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330349681605,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330349681605,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330352826210,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651755439,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330349454582,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330349470810,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330349682453,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330349682453,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330349682453,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651729855,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651775256,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651731411,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651779061,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230424149651779061,A,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6230017330349485975,B,,,,,
null,20130205,09:59:54.025,,37.350,100,0,3735.000,,,6228841677541630875,A,,,,,
