#Instrument,Date,Time,Price,Volume,Value,Trans ID,Bid ID,Ask ID,Bid/Ask
BHP,20130205,10:34:06.163,37.380,200,7476,0,6230424149652029519,,B
BHP,20130205,10:34:28.256,37.380,2,74.76,0,6230424149652032075,,B
BHP,20130205,10:36:58.000,37.380,268,10017.84,0,6230424149652051953,,B
BHP,20130205,10:56:23.990,37.380,8564,320122.32,0,6230424149652161410,,B
BHP,20130205,10:57:24.793,37.380,52,1943.76,0,6230424149652207595,,B
BHP,20130205,10:58:17.647,37.380,231,8634.78,0,6230424149652214632,,B
BHP,20130205,10:58:35.109,37.380,77,2878.26,0,6230424149652214302,,B
BHP,20130205,10:00:46.077,37.370,697,26046.89,0,6230424149651797662,,B
BHP,20130205,10:02:28.363,37.370,10,373.7,0,6230424149651803683,,B
BHP,20130205,10:02:32.181,37.370,332,12406.84,0,6230424149651803868,,B
BHP,20130205,10:07:05.190,37.370,438,16368.06,0,6230424149651816141,,B
BHP,20130205,10:09:26.023,37.370,377,14088.49,0,6230424149651840164,,B
BHP,20130205,10:10:09.214,37.370,231,8632.47,0,6230424149651845505,,B
BHP,20130205,10:10:57.199,37.370,346,12930.02,0,6230424149651851165,,B
BHP,20130205,10:16:06.629,37.370,528,19731.36,0,6230424149651889225,,B
BHP,20130205,10:19:02.883,37.370,1500,56055,0,6230424149651915827,,B
BHP,20130205,10:22:50.891,37.370,528,19731.36,0,6230424149651950205,,B
BHP,20130205,10:23:37.174,37.370,2,74.74,0,6230424149651958464,,B
BHP,20130205,10:24:00.544,37.370,44,1644.28,0,6230424149651962023,,B
BHP,20130205,10:24:42.436,37.370,20,747.4,0,6230424149651967668,,B
BHP,20130205,10:24:53.133,37.370,583,21786.71,0,6230424149651967481,,B
BHP,20130205,10:33:10.396,37.370,185,6913.45,0,6230424149652023680,,B
BHP,20130205,10:33:29.281,37.370,41,1532.17,0,6230424149652019274,,B
BHP,20130205,10:33:40.195,37.370,3317,123956.29,0,6230424149652027024,,B
BHP,20130205,10:35:23.333,37.370,24,896.88,0,6230424149652027024,,B
BHP,20130205,10:35:42.342,37.370,31,1158.47,0,6230424149652027143,,B
BHP,20130205,10:35:52.303,37.370,7,261.59,0,6230424149652044485,,B
BHP,20130205,10:36:28.257,37.370,1,37.37,0,6230424149652045676,,B
BHP,20130205,10:36:58.037,37.370,5,186.85,0,6230424149652047995,,B
BHP,20130205,10:38:08.200,37.370,240,8968.8,0,6230424149652061706,,B
BHP,20130205,10:45:14.259,37.370,26,971.62,0,6230424149652111122,,B
BHP,20130205,10:45:17.975,37.370,300,11211,0,6230424149652111426,,B
BHP,20130205,10:45:44.563,37.370,115,4297.55,0,6230424149652113546,,B
BHP,20130205,10:45:59.026,37.370,13,485.81,0,6230424149652114974,,B
BHP,20130205,10:46:18.955,37.370,7,261.59,0,6230424149652119133,,B
BHP,20130205,10:46:20.577,37.370,8,298.96,0,6230424149652119458,,B
BHP,20130205,10:46:31.281,37.370,221,8258.77,0,6230424149652121273,,B
BHP,20130205,10:50:51.973,37.370,20,747.4,0,6230424149652152027,,B
BHP,20130205,10:56:24.155,37.370,7,261.59,0,6230424149652106570,,B
BHP,20130205,10:56:32.658,37.370,134,5007.58,0,6230424149652200058,,B
BHP,20130205,10:57:57.353,37.370,41,1532.17,0,6230424149652206483,,B
