#Instrument,Date,Time,Price,Volume,Value,Trans ID,Bid ID,Ask ID,Bid/Ask
BHP,20130205,10:58:16.209,37.370,1640,61286.8,0,6230424149652214121,,B
BHP,20130205,10:58:56.730,37.370,127,4745.99,0,6230424149652219932,,B
BHP,20130205,10:59:04.836,37.370,168,6278.16,0,6230424149652220996,,B
BHP,20130205,10:59:30.856,37.370,1,37.37,0,6230424149652223007,,B
BHP,20130205,10:59:53.586,37.370,208,7772.96,0,6230424149652225213,,B
BHP,20130205,10:08:35.961,37.365,49295,1841907.675,0,6230424149651832797,,B
BHP,20130205,10:33:23.741,37.365,1,37.365,0,6230424149652024953,,B
BHP,20130205,10:00:08.457,37.360,157,5865.52,0,6230424149651793022,,B
BHP,20130205,10:00:22.491,37.360,327,12216.72,0,6230424149651796250,,B
BHP,20130205,10:00:32.746,37.360,1493,55778.48,0,6230424149651796864,,B
BHP,20130205,10:00:46.482,37.360,149,5566.64,0,6230424149651796977,,B
BHP,20130205,10:00:59.749,37.360,3,112.08,0,6230424149651798239,,B
BHP,20130205,10:09:20.405,37.360,254,9489.44,0,6230424149651839437,,B
BHP,20130205,10:09:44.039,37.360,139,5193.04,0,6230424149651842932,,B
BHP,20130205,10:10:07.938,37.360,451,16849.36,0,6230424149651845204,,B
BHP,20130205,10:10:18.958,37.360,25,934,0,6230424149651846273,,B
BHP,20130205,10:10:43.735,37.360,672,25105.92,0,6230424149651846449,,B
BHP,20130205,10:10:54.089,37.360,114,4259.04,0,6230424149651850421,,B
BHP,20130205,10:10:59.443,37.360,59,2204.24,0,6230424149651851553,,B
BHP,20130205,10:11:18.360,37.360,157,5865.52,0,6230424149651852043,,B
BHP,20130205,10:12:05.848,37.360,528,19726.08,0,6230424149651853781,,B
BHP,20130205,10:12:13.025,37.360,163,6089.68,0,6230424149651861133,,B
BHP,20130205,10:12:14.528,37.360,62,2316.32,0,6230424149651861633,,B
BHP,20130205,10:12:16.267,37.360,710,26525.6,0,6230424149651861663,,B
BHP,20130205,10:15:03.449,37.360,407,15205.52,0,6230424149651883251,,B
BHP,20130205,10:16:25.495,37.360,2,74.72,0,6230424149651892430,,B
BHP,20130205,10:17:22.975,37.360,300,11208,0,6230424149651902741,,B
BHP,20130205,10:17:38.762,37.360,180,6724.8,0,6230424149651905350,,B
BHP,20130205,10:17:53.122,37.360,350,13076,0,6230424149651906398,,B
BHP,20130205,10:19:32.915,37.360,377,14084.72,0,6230424149651915761,,B
BHP,20130205,10:19:53.139,37.360,7861,293686.96,0,6230424149651915761,,B
BHP,20130205,10:19:56.003,37.360,150,5604,0,6230424149651843294,,B
BHP,20130205,10:22:49.671,37.360,22,821.92,0,6230424149651949790,,B
BHP,20130205,10:23:19.131,37.360,1,37.36,0,6230424149651954814,,B
BHP,20130205,10:23:34.075,37.360,451,16849.36,0,6230424149651957902,,B
BHP,20130205,10:24:28.026,37.360,43,1606.48,0,6230424149651962014,,B
BHP,20130205,10:29:07.921,37.360,5,186.8,0,6230424149651999866,,B
BHP,20130205,10:30:22.149,37.360,1000,37360,0,6230424149652006347,,B
BHP,20130205,10:32:07.198,37.360,13,485.68,0,6230424149652018129,,B
BHP,20130205,10:36:28.469,37.360,467,17447.12,0,6230424149652023518,,B
BHP,20130205,10:37:45.067,37.360,4,149.44,0,6230424149652055412,,B
BHP,20130205,10:38:38.523,37.360,2,74.72,0,6230424149652060617,,B
BHP,20130205,10:38:50.181,37.360,302,11282.72,0,6230424149652061030,,B
BHP,20130205,10:40:41.846,37.360,2225,83126,0,6230424149652076403,,B
BHP,20130205,10:44:09.085,37.360,371,13860.56,0,6230424149652103635,,B
BHP,20130205,10:46:15.914,37.360,287,10722.32,0,6230424149652110318,,B
BHP,20130205,10:46:21.962,37.360,24,896.64,0,6230424149652119083,,B
BHP,20130205,10:46:41.898,37.360,310,11581.6,0,6230424149652118469,,B
BHP,20130205,10:47:54.740,37.360,217,8107.12,0,6230424149652124678,,B
BHP,20130205,10:47:59.196,37.360,4,149.44,0,6230424149652125469,,B
BHP,20130205,10:50:13.828,37.360,220,8219.2,0,6230424149652130293,,B
BHP,20130205,10:57:00.095,37.360,261,9750.96,0,6230424149652201319,,B
BHP,20130205,10:57:57.354,37.360,3,112.08,0,6230424149652206663,,B
BHP,20130205,10:59:35.552,37.360,1261,47110.96,0,6230424149652214128,,B
BHP,20130205,11:00:02.818,37.360,1088,40647.68,0,6230424149652227328,,B
BHP,20130205,11:00:36.788,37.360,440,16438.4,0,6230424149652231254,,B
BHP,20130205,11:00:51.113,37.360,3,112.08,0,6230424149652233735,,B
BHP,20130205,10:18:21.593,37.355,106,3959.63,0,6230424149651911483,,B
BHP,20130205,10:45:02.814,37.355,5,186.775,0,6230424149652109124,,B
BHP,20130205,10:00:03.065,37.350,211,7880.85,0,6230424149651777661,,B
BHP,20130205,10:01:14.440,37.350,4343,162211.05,0,6230424149651778932,,B
BHP,20130205,10:01:35.236,37.350,265,9897.75,0,6230424149651778932,,B
BHP,20130205,10:02:04.693,37.350,280,10458,0,6230424149651778932,,B
BHP,20130205,10:08:46.997,37.350,277,10345.95,0,6230424149651801366,,B
BHP,20130205,10:09:08.003,37.350,2,74.7,0,6230424149651837410,,B
BHP,20130205,10:09:09.884,37.350,1,37.35,0,6230424149651837859,,B
BHP,20130205,10:09:20.405,37.350,6,224.1,0,6230424149651839437,,B
BHP,20130205,10:09:40.065,37.350,496,18525.6,0,6230424149651842033,,B
BHP,20130205,10:09:41.295,37.350,3,112.05,0,6230424149651842192,,B
BHP,20130205,10:10:10.628,37.350,150,5602.5,0,6230424149651842753,,B
BHP,20130205,10:12:32.164,37.350,50,1867.5,0,6230424149651846163,,B
BHP,20130205,10:13:47.061,37.350,493,18413.55,0,6230424149651874147,,B
BHP,20130205,10:15:03.388,37.350,82,3062.7,0,6230424149651883169,,B
BHP,20130205,10:15:18.306,37.350,3200,119520,0,6230424149651883169,,B
BHP,20130205,10:15:23.589,37.350,750,28012.5,0,6230424149651883169,,B
BHP,20130205,10:18:50.238,37.350,2143,80041.05,0,6230424149651883169,,B
BHP,20130205,10:20:15.724,37.350,1126,42056.1,0,6230424149651871724,,B
BHP,20130205,10:22:28.906,37.350,1500,56025,0,6230424149651945994,,B
BHP,20130205,10:23:24.280,37.350,42,1568.7,0,6230424149651949944,,B
BHP,20130205,10:25:47.611,37.350,195,7283.25,0,6230424149651955295,,B
BHP,20130205,10:25:52.425,37.350,669,24987.15,0,6230424149651975374,,B
BHP,20130205,10:26:47.447,37.350,49,1830.15,0,6230424149651981040,,B
BHP,20130205,10:28:25.735,37.350,1,37.35,0,6230424149651989052,,B
BHP,20130205,10:29:10.461,37.350,672,25099.2,0,6230424149651990157,,B
BHP,20130205,10:29:37.435,37.350,100,3735,0,6230424149652002691,,B
BHP,20130205,10:29:52.204,37.350,2,74.7,0,6230424149652003769,,B
BHP,20130205,10:30:00.495,37.350,80,2988,0,6230424149652003769,,B
BHP,20130205,10:30:43.107,37.350,2247,83925.45,0,6230424149652003769,,B
BHP,20130205,10:31:33.789,37.350,786,29357.1,0,6230424149652014079,,B
BHP,20130205,10:31:42.187,37.350,2,74.7,0,6230424149652015510,,B
BHP,20130205,10:37:47.448,37.350,466,17405.1,0,6230424149652015590,,B
BHP,20130205,10:39:54.667,37.350,36,1344.6,0,6230424149652060775,,B
BHP,20130205,10:41:17.134,37.350,29,1083.15,0,6230424149652067503,,B
BHP,20130205,10:41:32.137,37.350,5,186.75,0,6230424149652067503,,B
BHP,20130205,10:43:47.186,37.350,132,4930.2,0,6230424149652099321,,B
BHP,20130205,10:43:52.188,37.350,156,5826.6,0,6230424149652099321,,B
BHP,20130205,10:43:55.928,37.350,7,261.45,0,6230424149652101800,,B
BHP,20130205,10:44:28.910,37.350,1,37.35,0,6230424149652101928,,B
BHP,20130205,10:59:39.809,37.350,1349,50385.15,0,6230424149652101928,,B
BHP,20130205,10:59:39.892,37.350,3,112.05,0,6230424149652224881,,B
BHP,20130205,11:00:56.542,37.350,12,448.2,0,6230424149652229940,,B
BHP,20130205,11:01:23.579,37.350,1174,43848.9,0,6230424149652238481,,B
BHP,20130205,10:08:53.540,37.340,220,8214.8,0,6230424149651818287,,B
BHP,20130205,10:09:21.349,37.340,6277,234383.18,0,6230424149651839436,,B
BHP,20130205,10:12:56.327,37.340,653,24383.02,0,6230424149651867576,,B
BHP,20130205,10:13:02.629,37.340,613,22889.42,0,6230424149651868796,,B
BHP,20130205,10:13:27.270,37.340,800,29872,0,6230424149651871569,,B
BHP,20130205,10:14:18.805,37.340,613,22889.42,0,6230424149651879210,,B
BHP,20130205,10:14:24.254,37.340,15,560.1,0,6230424149651879832,,B
BHP,20130205,10:20:17.364,37.340,44,1642.96,0,6230424149651918377,,B
BHP,20130205,10:21:35.707,37.340,138,5152.92,0,6230424149651937170,,B
BHP,20130205,10:21:52.962,37.340,1,37.34,0,6230424149651940749,,B
BHP,20130205,10:22:04.664,37.340,1500,56010,0,6230424149651942833,,B
BHP,20130205,10:30:57.245,37.340,7,261.38,0,6230424149651944232,,B
BHP,20130205,10:31:19.848,37.340,127,4742.18,0,6230424149651944232,,B
BHP,20130205,10:31:43.667,37.340,406,15160.04,0,6230424149652002737,,B
BHP,20130205,11:01:25.830,37.340,500,18670,0,6230424149652110504,,B
BHP,20130205,10:09:08.410,37.335,250,9333.75,0,6230424149651837458,,B
BHP,20130205,10:09:06.050,37.330,560,20904.8,0,6230424149651835386,,B
BHP,20130205,10:09:09.909,37.330,128,4778.24,0,6230424149651837894,,B
BHP,20130205,10:13:28.062,37.330,528,19710.24,0,6230424149651851983,,B
BHP,20130205,10:14:23.291,37.330,528,19710.24,0,6230424149651872713,,B
BHP,20130205,10:20:27.737,37.330,300,11199,0,6230424149651854712,,B
BHP,20130205,10:21:03.367,37.330,241,8996.53,0,6230424149651932576,,B
BHP,20130205,10:21:49.538,37.330,2,74.66,0,6230424149651939986,,B
BHP,20130205,11:02:32.707,37.330,2058,76825.14,0,6230424149651939986,,B
BHP,20130205,11:07:40.159,37.330,146,5450.18,0,6230424149652281886,,B
BHP,20130205,10:20:35.766,37.320,5000,186600,0,6230424149651852722,,B
BHP,20130205,10:21:40.430,37.320,474,17689.68,0,6230424149651936994,,B
BHP,20130205,10:21:45.432,37.320,66,2463.12,0,6230424149651939474,,B
BHP,20130205,11:02:35.422,37.320,770,28736.4,0,6230424149651939474,,B
BHP,20130205,11:03:23.739,37.320,528,19704.96,0,6230424149652251243,,B
BHP,20130205,11:03:52.427,37.320,26,970.32,0,6230424149652252130,,B
BHP,20130205,11:06:03.955,37.320,4,149.28,0,6230424149652271812,,B
BHP,20130205,11:06:43.864,37.320,231,8620.92,0,6230424149652273921,,B
BHP,20130205,11:07:07.753,37.320,63,2351.16,0,6230424149652273921,,B
BHP,20130205,11:07:40.708,37.320,800,29856,0,6230424149652270584,,B
BHP,20130205,11:07:52.431,37.320,125,4665,0,6230424149652285122,,B
BHP,20130205,11:09:51.101,37.320,511,19070.52,0,6230424149652284833,,B
BHP,20130205,15:21:56.520,37.320,174,6493.68,0,6230424149654131832,,B
BHP,20130205,15:24:11.197,37.320,266,9927.12,0,6230424149654154427,,B
BHP,20130205,15:29:27.222,37.320,49,1828.68,0,6230424149654202375,,B
BHP,20130205,15:29:45.007,37.320,442,16495.44,0,6230424149654206944,,B
BHP,20130205,11:07:54.326,37.315,3,111.945,0,6230424149652285297,,B
BHP,20130205,10:21:40.430,37.310,500,18655,0,6230424149651800608,,B
BHP,20130205,11:04:25.794,37.310,331,12349.61,0,6230424149651939668,,B
BHP,20130205,11:05:57.153,37.310,79,2947.49,0,6230424149652262513,,B
BHP,20130205,11:06:07.598,37.310,460,17162.6,0,6230424149652270441,,B
BHP,20130205,11:07:48.329,37.310,62,2313.22,0,6230424149652282096,,B
BHP,20130205,11:10:04.925,37.310,280,10446.8,0,6230424149652285133,,B
BHP,20130205,13:04:03.171,37.310,4,149.24,0,6230424149653175435,,B
BHP,20130205,15:22:08.003,37.310,45,1678.95,0,6230424149654130517,,B
BHP,20130205,15:23:29.647,37.310,782,29176.42,0,6230424149654147999,,B
BHP,20130205,15:24:11.272,37.310,618,23057.58,0,6230424149654154225,,B
BHP,20130205,15:29:06.830,37.310,65,2425.15,0,6230424149654195337,,B
BHP,20130205,15:29:46.398,37.310,294,10969.14,0,6230424149654205950,,B
BHP,20130205,15:21:34.385,37.305,13,484.965,0,6230424149654130027,,B
BHP,20130205,10:21:40.430,37.300,1165,43454.5,0,6228446128234449065,,B
BHP,20130205,11:06:02.591,37.300,943,35173.9,0,6230017330352292889,,B
BHP,20130205,11:10:15.434,37.300,2687,100225.1,0,6230424149651801966,,B
BHP,20130205,11:15:38.071,37.300,173,6452.9,0,6230424149652342395,,B
BHP,20130205,11:16:42.183,37.300,47,1753.1,0,6230424149652345818,,B
BHP,20130205,11:34:35.466,37.300,200,7460,0,6230424149652454815,,B
BHP,20130205,11:37:05.242,37.300,200,7460,0,6230424149652477603,,B
BHP,20130205,11:38:00.215,37.300,6,223.8,0,6230424149652484332,,B
BHP,20130205,12:32:26.628,37.300,349,13017.7,0,6230424149652876635,,B
BHP,20130205,13:03:45.292,37.300,88,3282.4,0,6230424149653173003,,B
BHP,20130205,13:05:40.241,37.300,50,1865,0,6230424149653174630,,B
BHP,20130205,13:11:52.336,37.300,1040,38792,0,6230424149653245408,,B
BHP,20130205,13:13:10.777,37.300,2,74.6,0,6230424149653256939,,B
BHP,20130205,13:21:37.678,37.300,300,11190,0,6230424149653318031,,B
BHP,20130205,13:21:44.452,37.300,360,13428,0,6230424149653319711,,B
BHP,20130205,15:19:27.200,37.300,275,10257.5,0,6230424149654114405,,B
BHP,20130205,15:21:32.984,37.300,1,37.3,0,6230424149654121183,,B
BHP,20130205,15:22:16.118,37.300,15,559.5,0,6230424149654119869,,B
BHP,20130205,15:22:49.169,37.300,419,15628.7,0,6230424149654142134,,B
BHP,20130205,15:24:09.411,37.300,9,335.7,0,6230424149654147211,,B
BHP,20130205,15:24:21.404,37.300,30,1119,0,6230424149654154542,,B
BHP,20130205,15:28:40.864,37.300,4678,174489.4,0,6230424149654193558,,B
BHP,20130205,15:28:41.212,37.300,197,7348.1,0,6230424149654194165,,B
BHP,20130205,15:29:16.369,37.300,175,6527.5,0,6230424149654197851,,B
BHP,20130205,15:29:31.835,37.300,674,25140.2,0,6230424149654200881,,B
BHP,20130205,15:30:16.092,37.300,3907,145731.1,0,6230424149654205625,,B
BHP,20130205,15:30:48.544,37.300,39,1454.7,0,6230424149654215983,,B
BHP,20130205,13:23:27.062,37.295,32,1193.44,0,6230424149653327339,,B
BHP,20130205,15:21:27.937,37.295,27,1006.965,0,6230424149654128352,,B
BHP,20130205,11:10:17.188,37.290,1,37.29,0,6230424149652228249,,B
BHP,20130205,11:12:30.439,37.290,6,223.74,0,6230424149652322534,,B
BHP,20130205,11:13:11.033,37.290,26,969.54,0,6230424149652328739,,B
BHP,20130205,11:17:45.975,37.290,12677,472725.33,0,6230424149652330727,,B
BHP,20130205,11:31:56.083,37.290,1103,41130.87,0,6230424149652436838,,B
BHP,20130205,11:34:35.617,37.290,45,1678.05,0,6230424149652454017,,B
BHP,20130205,11:34:57.278,37.290,13,484.77,0,6230424149652458877,,B
BHP,20130205,11:36:56.046,37.290,163,6078.27,0,6230424149652476427,,B
BHP,20130205,11:38:06.063,37.290,170,6339.3,0,6230424149652484760,,B
BHP,20130205,12:28:52.269,37.290,462,17227.98,0,6230424149652847004,,B
BHP,20130205,12:31:21.876,37.290,1070,39900.3,0,6230424149652866516,,B
BHP,20130205,12:32:26.663,37.290,528,19689.12,0,6230424149652875925,,B
BHP,20130205,12:33:43.935,37.290,4,149.16,0,6230424149652892631,,B
BHP,20130205,12:50:08.336,37.290,48,1789.92,0,6230424149653066063,,B
BHP,20130205,13:01:49.905,37.290,328,12231.12,0,6230424149653164355,,B
BHP,20130205,13:03:45.239,37.290,179,6674.91,0,6230424149653172900,,B
BHP,20130205,13:03:45.671,37.290,345,12865.05,0,6230424149653172976,,B
BHP,20130205,13:06:13.379,37.290,180,6712.2,0,6230424149653172976,,B
BHP,20130205,13:08:46.063,37.290,100,3729,0,6230424149653172976,,B
BHP,20130205,13:09:34.671,37.290,17,633.93,0,6230424149653213887,,B
BHP,20130205,13:13:11.311,37.290,331,12342.99,0,6230424149653239840,,B
BHP,20130205,13:15:00.228,37.290,102,3803.58,0,6230424149653273140,,B
BHP,20130205,13:16:22.257,37.290,14,522.06,0,6230424149653288512,,B
BHP,20130205,13:18:11.951,37.290,3,111.87,0,6230424149653297747,,B
BHP,20130205,13:18:19.495,37.290,453,16892.37,0,6230424149653298191,,B
BHP,20130205,13:27:17.794,37.290,140,5220.6,0,6230424149653346192,,B
BHP,20130205,15:16:24.661,37.290,102,3803.58,0,6230424149654092784,,B
BHP,20130205,15:16:30.152,37.290,898,33486.42,0,6230424149654093534,,B
BHP,20130205,15:19:01.880,37.290,252,9397.08,0,6230424149654109395,,B
BHP,20130205,15:19:27.201,37.290,19,708.51,0,6230424149654114406,,B
BHP,20130205,15:19:42.984,37.290,52,1939.08,0,6230424149654113218,,B
BHP,20130205,15:22:23.557,37.290,183,6824.07,0,6230424149654121113,,B
BHP,20130205,15:24:30.138,37.290,72,2684.88,0,6230424149654140388,,B
BHP,20130205,15:24:31.390,37.290,69,2573.01,0,6230424149654157664,,B
BHP,20130205,15:28:40.978,37.290,3,111.87,0,6230424149651963353,,B
BHP,20130205,15:30:16.140,37.290,918,34232.22,0,6230424149654194104,,B
BHP,20130205,15:30:16.549,37.290,430,16034.7,0,6230424149654205847,,B
BHP,20130205,15:31:41.036,37.290,13,484.77,0,6230424149654222115,,B
BHP,20130205,15:32:19.996,37.290,1,37.29,0,6230424149654212498,,B
BHP,20130205,13:03:22.259,37.285,11,410.135,0,6230424149653171459,,B
BHP,20130205,15:17:21.394,37.285,21,782.985,0,6230424149654099570,,B
BHP,20130205,11:11:00.356,37.280,1900,70832,0,6230424149651775097,,B
BHP,20130205,11:11:00.851,37.280,3,111.84,0,6230424149652306792,,B
BHP,20130205,11:11:03.777,37.280,1988,74112.64,0,6230424149652306824,,B
BHP,20130205,11:22:36.740,37.280,212,7903.36,0,6230424149652377470,,B
BHP,20130205,11:22:36.924,37.280,100,3728,0,6230424149652378674,,B
BHP,20130205,11:24:44.746,37.280,528,19683.84,0,6230424149652394004,,B
BHP,20130205,11:25:30.332,37.280,6,223.68,0,6230424149652394167,,B
BHP,20130205,11:25:51.740,37.280,100,3728,0,6230424149652386637,,B
BHP,20130205,11:30:23.015,37.280,1,37.28,0,6230424149652425464,,B
BHP,20130205,11:32:15.644,37.280,5830,217342.4,0,6230424149651779370,,B
BHP,20130205,11:34:03.776,37.280,1306,48687.68,0,6230424149652449737,,B
BHP,20130205,11:35:03.969,37.280,528,19683.84,0,6230424149652453243,,B
BHP,20130205,11:35:54.371,37.280,1077,40150.56,0,6230424149652463904,,B
BHP,20130205,11:36:49.865,37.280,29,1081.12,0,6230424149652475482,,B
BHP,20130205,11:38:16.414,37.280,19,708.32,0,6230424149652477214,,B
BHP,20130205,11:41:21.653,37.280,200,7456,0,6230424149652503514,,B
BHP,20130205,12:26:57.196,37.280,39,1453.92,0,6230424149652827759,,B
BHP,20130205,12:29:11.519,37.280,85,3168.8,0,6230424149652847500,,B
BHP,20130205,12:31:17.284,37.280,188,7008.64,0,6230424149652865588,,B
BHP,20130205,12:31:27.654,37.280,129,4809.12,0,6230424149652866706,,B
BHP,20130205,12:32:23.568,37.280,6345,236541.6,0,6230424149652875369,,B
BHP,20130205,12:32:39.169,37.280,24,894.72,0,6230424149652877144,,B
BHP,20130205,12:33:48.181,37.280,5,186.4,0,6230424149652893362,,B
BHP,20130205,12:51:19.794,37.280,600,22368,0,6230424149653067235,,B
BHP,20130205,12:59:13.470,37.280,4,149.12,0,6230424149653145021,,B
BHP,20130205,13:00:23.972,37.280,31,1155.68,0,6230424149653153372,,B
BHP,20130205,13:10:03.827,37.280,27,1006.56,0,6230424149653155375,,B
BHP,20130205,13:14:20.830,37.280,26,969.28,0,6230424149653172865,,B
BHP,20130205,13:15:24.824,37.280,46,1714.88,0,6230424149653278111,,B
BHP,20130205,13:15:40.720,37.280,28,1043.84,0,6230424149653279733,,B
BHP,20130205,13:16:06.112,37.280,6,223.68,0,6230424149653282811,,B
BHP,20130205,13:19:46.165,37.280,180,6710.4,0,6230424149653285624,,B
BHP,20130205,13:23:41.987,37.280,18,671.04,0,6230424149653314113,,B
BHP,20130205,13:25:51.529,37.280,10,372.8,0,6230424149653337870,,B
BHP,20130205,13:26:18.625,37.280,50,1864,0,6230424149653341027,,B
BHP,20130205,15:18:28.223,37.280,76,2833.28,0,6230424149654092735,,B
BHP,20130205,15:19:01.960,37.280,52,1938.56,0,6230424149654109477,,B
BHP,20130205,15:24:33.247,37.280,787,29339.36,0,6230424149654115267,,B
BHP,20130205,15:27:12.888,37.280,62,2311.36,0,6230424149654167930,,B
BHP,20130205,15:30:21.422,37.280,52,1938.56,0,6230424149654190445,,B
BHP,20130205,15:33:04.062,37.280,316,11780.48,0,6230424149654213558,,B
BHP,20130205,15:43:48.037,37.280,3,111.84,0,6230424149654323003,,B
BHP,20130205,15:45:19.805,37.280,395,14725.6,0,6230424149654336828,,B
BHP,20130205,15:45:58.903,37.280,51,1901.28,0,6230424149654341361,,B
BHP,20130205,15:48:03.181,37.280,24,894.72,0,6230424149654355648,,B
BHP,20130205,15:53:14.266,37.280,282,10512.96,0,6230424149654410042,,B
BHP,20130205,12:26:46.772,37.275,3,111.825,0,6230424149652837035,,B
BHP,20130205,12:30:11.607,37.275,1,37.275,0,6230424149652854467,,B
BHP,20130205,15:45:58.369,37.275,2,74.55,0,6230424149654341251,,B
BHP,20130205,15:46:06.171,37.275,169,6299.475,0,6230424149654341257,,B
BHP,20130205,15:46:08.788,37.275,153,5703.075,0,6230424149654341257,,B
BHP,20130205,11:11:35.424,37.270,250,9317.5,0,6230017330349484406,,B
BHP,20130205,11:11:51.603,37.270,25,931.75,0,6230424149652267993,,B
BHP,20130205,11:12:17.538,37.270,109,4062.43,0,6230424149652317679,,B
BHP,20130205,11:18:15.016,37.270,918,34213.86,0,6230424149652331232,,B
BHP,20130205,11:22:23.779,37.270,6,223.62,0,6230424149652379080,,B
BHP,20130205,11:22:37.073,37.270,2,74.54,0,6230424149652380177,,B
BHP,20130205,11:26:13.947,37.270,8,298.16,0,6230424149652391350,,B
BHP,20130205,11:26:23.697,37.270,52,1938.04,0,6230424149652402609,,B
BHP,20130205,11:26:23.805,37.270,673,25082.71,0,6230424149652402682,,B
BHP,20130205,11:30:05.240,37.270,3,111.81,0,6230424149652423083,,B
BHP,20130205,11:30:23.079,37.270,17,633.59,0,6230424149652425321,,B
BHP,20130205,11:30:57.029,37.270,59,2198.93,0,6230424149652426352,,B
BHP,20130205,11:33:56.934,37.270,205,7640.35,0,6230424149652448540,,B
BHP,20130205,11:35:05.740,37.270,20,745.4,0,6230424149652452898,,B
BHP,20130205,11:36:05.275,37.270,550,20498.5,0,6230424149652462342,,B
BHP,20130205,11:38:36.985,37.270,49,1826.23,0,6230424149652479275,,B
BHP,20130205,11:39:51.158,37.270,60,2236.2,0,6230424149652486390,,B
BHP,20130205,11:41:32.311,37.270,3901,145390.27,0,6230424149652501279,,B
BHP,20130205,11:43:00.185,37.270,63,2348.01,0,6230424149652515714,,B
BHP,20130205,11:43:49.117,37.270,40,1490.8,0,6230424149652519813,,B
BHP,20130205,12:25:31.037,37.270,127,4733.29,0,6230424149652829799,,B
BHP,20130205,12:26:43.127,37.270,189,7044.03,0,6230424149652835337,,B
BHP,20130205,12:27:17.256,37.270,170,6335.9,0,6230424149652831695,,B
BHP,20130205,12:27:35.153,37.270,15,559.05,0,6230424149652839475,,B
BHP,20130205,12:30:14.831,37.270,330,12299.1,0,6230424149652839835,,B
BHP,20130205,12:31:32.101,37.270,16,596.32,0,6230424149652863167,,B
BHP,20130205,12:33:07.165,37.270,27,1006.29,0,6230424149652872395,,B
BHP,20130205,12:33:48.958,37.270,28,1043.56,0,6230424149652877706,,B
BHP,20130205,12:33:49.025,37.270,41,1528.07,0,6230424149652893361,,B
BHP,20130205,12:34:44.709,37.270,20,745.4,0,6230424149652893444,,B
BHP,20130205,12:35:41.093,37.270,484,18038.68,0,6230424149652911695,,B
BHP,20130205,12:36:16.035,37.270,420,15653.4,0,6230424149652917037,,B
BHP,20130205,12:51:20.956,37.270,62,2310.74,0,6230424149653067877,,B
BHP,20130205,12:55:19.818,37.270,4,149.08,0,6230424149653108302,,B
BHP,20130205,12:55:22.506,37.270,282,10510.14,0,6230424149653109745,,B
BHP,20130205,12:58:19.056,37.270,36,1341.72,0,6230424149653091393,,B
BHP,20130205,12:59:07.708,37.270,56,2087.12,0,6230424149653144387,,B
BHP,20130205,13:00:00.710,37.270,19,708.13,0,6230424149653144507,,B
BHP,20130205,13:29:08.251,37.270,1,37.27,0,6230424149653153371,,B
BHP,20130205,14:43:27.144,37.270,74,2757.98,0,6230424149653853287,,B
BHP,20130205,14:49:58.267,37.270,1,37.27,0,6230424149653895167,,B
BHP,20130205,15:14:06.187,37.270,200,7454,0,6230424149654071222,,B
BHP,20130205,15:14:38.268,37.270,188,7006.76,0,6230424149654074969,,B
BHP,20130205,15:18:49.253,37.270,200,7454,0,6230424149654080229,,B
BHP,20130205,15:18:50.956,37.270,1046,38984.42,0,6230424149654096200,,B
BHP,20130205,15:25:01.165,37.270,1162,43307.74,0,6230424149654143857,,B
BHP,20130205,15:25:02.527,37.270,328,12224.56,0,6230424149654162236,,B
BHP,20130205,15:27:25.409,37.270,44,1639.88,0,6230424149654167838,,B
BHP,20130205,15:34:18.577,37.270,746,27803.42,0,6230424149654230613,,B
BHP,20130205,15:34:34.733,37.270,2,74.54,0,6230424149654231128,,B
BHP,20130205,15:42:45.669,37.270,16,596.32,0,6230424149654314114,,B
BHP,20130205,15:43:00.510,37.270,178,6634.06,0,6230424149654316207,,B
BHP,20130205,15:43:04.199,37.270,21,782.67,0,6230424149654316780,,B
BHP,20130205,15:43:10.850,37.270,186,6932.22,0,6230424149654317622,,B
BHP,20130205,15:43:45.279,37.270,105,3913.35,0,6230424149654322374,,B
BHP,20130205,15:43:53.426,37.270,267,9951.09,0,6230424149654323025,,B
BHP,20130205,15:44:15.819,37.270,41,1528.07,0,6230424149654317665,,B
BHP,20130205,15:44:41.793,37.270,536,19976.72,0,6230424149654330617,,B
BHP,20130205,15:45:13.273,37.270,946,35257.42,0,6230424149654335805,,B
BHP,20130205,15:45:25.951,37.270,122,4546.94,0,6230424149654336369,,B
BHP,20130205,15:47:06.243,37.270,30,1118.1,0,6230424149654342773,,B
BHP,20130205,15:48:05.633,37.270,331,12336.37,0,6230424149654354524,,B
BHP,20130205,15:51:08.314,37.270,57,2124.39,0,6230424149654397407,,B
BHP,20130205,15:53:18.728,37.270,23,857.21,0,6230424149654421485,,B
BHP,20130205,15:53:30.307,37.270,103,3838.81,0,6230424149654429158,,B
BHP,20130205,15:53:38.314,37.270,19,708.13,0,6230424149654431055,,B
BHP,20130205,15:54:31.720,37.270,139,5180.53,0,6230424149654432132,,B
BHP,20130205,15:54:59.939,37.270,265,9876.55,0,6230424149654447732,,B
BHP,20130205,11:43:57.729,37.265,6,223.59,0,6230424149652520594,,B
BHP,20130205,14:43:14.498,37.265,6,223.59,0,6230424149653852278,,B
BHP,20130205,15:42:43.877,37.265,17,633.505,0,6230424149654313693,,B
BHP,20130205,15:47:19.949,37.265,11,409.915,0,6230424149654349544,,B
BHP,20130205,11:18:19.502,37.260,150,5589,0,6230424149652266536,,B
BHP,20130205,11:20:08.817,37.260,2,74.52,0,6230424149652318159,,B
