#Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
BHP,20130205,20:08.6,ENTER,37.36,100,,3736.0,,,1978,1979,B,,,,241,366
BHP,20130205,20:15.7,ENTER,37.35,100,,3735.0,,,1980,1981,B,,,,366,244
BHP,20130205,20:15.7,ENTER,37.35,100,,3735.0,,,1982,1983,A,,,,203,244
BHP,20130205,20:15.7,ENTER,37.35,100,,3735.0,,,1986,1987,B,,,,210,244
BHP,20130205,20:17.4,ENTER,37.34,100,,3734.0000000000005,,,1998,1999,A,,,,297,150
BHP,20130205,20:26.1,ENTER,37.34,100,,3734.0000000000005,,,2002,2003,B,,,,638,150
BHP,20130205,20:27.7,ENTER,37.33,100,,3733.0,,,2010,2011,A,,,,406,941
BHP,20130205,20:27.8,ENTER,37.33,100,,3733.0,,,2014,2015,B,,,,270,203
BHP,20130205,20:35.8,ENTER,37.32,100,,3732.0,,,2030,2031,A,,,,122,150
BHP,20130205,20:35.8,ENTER,37.32,100,,3732.0,,,2034,2035,B,,,,210,150
BHP,20130205,21:03.4,ENTER,37.32,100,,3732.0,PXT,,2052,2053,B,,,,150,150
BHP,20130205,21:03.4,ENTER,37.33,100,,3733.0,PXT,,2054,2055,A,,,,150,150
BHP,20130205,21:10.6,ENTER,37.33,100,,3733.0,,,2058,2059,B,,,,140,119
BHP,20130205,21:11.9,ENTER,37.33,100,,3733.0,,,2060,2061,A,,,,150,119
BHP,20130205,21:35.7,ENTER,37.34,100,,3734.0000000000005,,,2124,2125,B,,,,122,210
BHP,20130205,21:40.4,ENTER,37.32,100,,3732.0,,,2128,2129,A,,,,297,244
BHP,20130205,21:40.4,ENTER,37.32,100,,3732.0,,,2130,2131,A,,,,203,244
BHP,20130205,21:40.4,ENTER,37.31,100,,3731.0,,,2134,2135,B,,,,203,244
BHP,20130205,21:40.4,ENTER,37.31,100,,3731.0,,,2136,2137,A,,,,638,244
BHP,20130205,21:40.4,ENTER,37.31,100,,3731.0,,,2140,2141,B,,,,217,244
BHP,20130205,21:40.4,ENTER,37.3,100,,3729.9999999999995,,,2150,2151,A,,,,144,244
BHP,20130205,21:41.3,ENTER,37.31,100,,3731.0,,,2154,2155,B,,,,217,210
BHP,20130205,21:41.5,ENTER,37.31,100,,3731.0,,,2158,2159,A,,,,217,150
BHP,20130205,21:45.4,ENTER,37.32,100,,3732.0,,,2166,2167,B,,,,297,150
BHP,20130205,21:45.4,ENTER,37.32,100,,3732.0,,,2170,2171,A,,,,297,210
BHP,20130205,21:49.5,ENTER,37.33,100,,3733.0,,,2178,2179,B,,,,366,150
BHP,20130205,21:49.6,ENTER,37.33,100,,3733.0,XT,,2182,2183,A,,,,366,366
BHP,20130205,21:53.0,ENTER,37.34,100,,3734.0000000000005,,,2188,2189,B,,,,110,297
BHP,20130205,22:00.7,ENTER,37.34,100,,3734.0000000000005,,,2192,2193,A,,,,203,297
BHP,20130205,22:04.7,ENTER,37.34,100,,3734.0000000000005,,,2210,2211,A,,,,244,366
