#Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
BHP,20130205,10:04:56.047,ENTER,37.380,100,,3738.0000000000005,,,788,789,B,,,,210,140
BHP,20130205,10:05:29.460,ENTER,37.390,100,,3739.0,,,802,803,B,,,,638,923
BHP,20130205,10:05:38.591,ENTER,37.380,100,,3738.0000000000005,,,806,807,A,,,,210,203
BHP,20130205,10:05:39.872,ENTER,37.390,100,,3739.0,,,810,811,B,,,,157,203
BHP,20130205,10:05:39.872,ENTER,37.390,100,,3739.0,,,814,815,A,,,,157,217
BHP,20130205,10:05:44.201,ENTER,37.390,100,,3739.0,,,846,847,B,,,,144,150
BHP,20130205,10:05:44.201,ENTER,37.390,100,,3739.0,,,848,849,B,,,,144,203
BHP,20130205,10:06:22.744,ENTER,37.380,100,,3738.0000000000005,,,874,875,B,,,,210,106
BHP,20130205,10:06:35.012,ENTER,37.380,100,,3738.0000000000005,PXT,,876,877,A,,,,203,203
BHP,20130205,10:06:35.295,ENTER,37.380,100,,3738.0000000000005,,,878,879,A,,,,210,297
BHP,20130205,10:06:39.073,ENTER,37.390,100,,3739.0,,,880,881,B,,,,406,941
BHP,20130205,10:06:42.188,ENTER,37.380,100,,3738.0000000000005,,,882,883,B,,,,210,366
BHP,20130205,10:06:47.060,ENTER,37.380,100,,3738.0000000000005,PXT,,884,885,A,,,,203,203
BHP,20130205,10:06:59.033,ENTER,37.380,100,,3738.0000000000005,,,886,887,A,,,,210,297
BHP,20130205,10:06:59.390,ENTER,37.380,100,,3738.0000000000005,PXT,,888,889,B,,,,203,203
BHP,20130205,10:07:05.190,ENTER,37.370,100,,3736.9999999999995,,,910,911,A,,,,297,299
BHP,20130205,10:07:09.153,ENTER,37.370,100,,3736.9999999999995,PXT,,914,915,B,,,,203,203
BHP,20130205,10:08:35.961,ENTER,37.365,100,,3736.5,PXT,,992,993,A,,,,297,297
BHP,20130205,10:08:46.997,ENTER,37.350,100,,3735.0,,,1016,1017,A,,,,361,203
BHP,20130205,10:08:46.997,ENTER,37.350,100,,3735.0,,,1020,1021,B,,,,140,203
BHP,20130205,10:08:53.540,ENTER,37.340,100,,3734.0000000000005,,,1046,1047,A,,,,122,203
BHP,20130205,10:08:53.540,ENTER,37.340,100,,3734.0000000000005,XT,,1050,1051,B,,,,203,203
BHP,20130205,10:09:06.050,ENTER,37.330,100,,3733.0,XT,,1054,1055,A,,,,203,203
BHP,20130205,10:09:06.050,ENTER,37.330,100,,3733.0,,,1058,1059,B,,,,150,203
BHP,20130205,10:09:08.003,ENTER,37.350,100,,3735.0,,,1068,1069,A,,,,297,150
BHP,20130205,10:09:08.003,ENTER,37.350,100,,3735.0,,,1070,1071,B,,,,297,203
BHP,20130205,10:09:08.003,ENTER,37.350,100,,3735.0,,,1072,1073,B,,,,297,203
BHP,20130205,10:09:08.003,ENTER,37.350,100,,3735.0,,,1074,1075,A,,,,297,217
BHP,20130205,10:09:08.410,ENTER,37.335,100,,3733.5,,,1084,1085,A,,,,229,150
BHP,20130205,10:09:08.522,ENTER,37.350,100,,3735.0,,,1088,1089,B,,,,203,217
BHP,20130205,10:09:08.525,ENTER,37.350,100,,3735.0,XT,,1092,1093,A,,,,203,203
BHP,20130205,10:09:09.884,ENTER,37.350,100,,3735.0,,,1096,1097,A,,,,297,210
BHP,20130205,10:09:09.884,ENTER,37.350,100,,3735.0,,,1098,1099,B,,,,297,150
BHP,20130205,10:09:09.884,ENTER,37.350,100,,3735.0,,,1100,1101,B,,,,297,150
BHP,20130205,10:09:09.896,ENTER,37.350,100,,3735.0,,,1102,1103,A,,,,297,150
BHP,20130205,10:09:09.909,ENTER,37.330,100,,3733.0,,,1110,1111,A,,,,229,157
BHP,20130205,10:09:15.205,ENTER,37.330,100,,3733.0,,,1114,1115,B,,,,229,203
BHP,20130205,10:09:18.911,ENTER,37.340,100,,3734.0000000000005,,,1122,1123,B,,,,361,217
BHP,20130205,10:09:20.390,ENTER,37.340,100,,3734.0000000000005,XT,,1126,1127,A,,,,203,203
BHP,20130205,10:09:20.405,ENTER,37.350,100,,3735.0,,,1136,1137,B,,,,229,297
BHP,20130205,10:09:21.349,ENTER,37.340,100,,3734.0000000000005,,,1144,1145,A,,,,203,110
BHP,20130205,10:09:26.022,ENTER,37.360,100,,3736.0,,,1148,1149,B,,,,941,297
BHP,20130205,10:09:26.022,ENTER,37.360,100,,3736.0,,,1150,1151,B,,,,941,297
BHP,20130205,10:09:26.022,ENTER,37.360,100,,3736.0,,,1152,1153,A,,,,941,297
BHP,20130205,10:09:26.022,ENTER,37.360,100,,3736.0,,,1154,1155,A,,,,941,210
BHP,20130205,10:09:26.639,ENTER,37.370,100,,3736.9999999999995,,,1164,1165,B,,,,923,210
BHP,20130205,10:09:27.470,ENTER,37.370,100,,3736.9999999999995,,,1168,1169,A,,,,210,217
BHP,20130205,10:09:38.027,ENTER,37.350,100,,3735.0,,,1172,1173,A,,,,299,297
BHP,20130205,10:09:40.065,ENTER,37.350,100,,3735.0,,,1174,1175,A,,,,299,297
BHP,20130205,10:09:40.065,ENTER,37.350,100,,3735.0,,,1176,1177,B,,,,299,203
BHP,20130205,10:09:40.065,ENTER,37.350,100,,3735.0,,,1178,1179,B,,,,299,203
BHP,20130205,10:09:41.295,ENTER,37.350,100,,3735.0,,,1186,1187,A,,,,210,244
BHP,20130205,10:09:42.291,ENTER,37.350,100,,3735.0,,,1188,1189,B,,,,210,244
BHP,20130205,10:09:42.291,ENTER,37.350,100,,3735.0,,,1190,1191,B,,,,366,244
BHP,20130205,10:09:42.291,ENTER,37.350,100,,3735.0,,,1192,1193,A,,,,366,210
BHP,20130205,10:09:44.039,ENTER,37.360,100,,3736.0,,,1212,1213,B,,,,299,217
BHP,20130205,10:10:07.938,ENTER,37.360,100,,3736.0,,,1216,1217,A,,,,297,217
BHP,20130205,10:10:08.103,ENTER,37.360,100,,3736.0,,,1218,1219,B,,,,297,270
BHP,20130205,10:10:08.139,ENTER,37.360,100,,3736.0,,,1220,1221,B,,,,297,203
BHP,20130205,10:10:08.166,ENTER,37.360,100,,3736.0,,,1222,1223,A,,,,297,270
BHP,20130205,10:10:09.333,ENTER,37.350,100,,3735.0,,,1234,1235,B,,,,203,338
BHP,20130205,10:10:10.628,ENTER,37.350,100,,3735.0,,,1236,1237,A,,,,203,338
BHP,20130205,10:10:12.905,ENTER,37.350,100,,3735.0,,,1238,1239,A,,,,203,338
BHP,20130205,10:10:12.908,ENTER,37.350,100,,3735.0,,,1240,1241,B,,,,203,270
BHP,20130205,10:10:18.115,ENTER,37.360,100,,3736.0,,,1258,1259,B,,,,297,338
BHP,20130205,10:10:18.958,ENTER,37.360,100,,3736.0,,,1260,1261,A,,,,297,338
BHP,20130205,10:10:19.379,ENTER,37.360,100,,3736.0,,,1262,1263,A,,,,297,338
BHP,20130205,10:10:25.236,ENTER,37.360,100,,3736.0,,,1264,1265,B,,,,297,106
BHP,20130205,10:10:32.047,ENTER,37.370,100,,3736.9999999999995,,,1274,1275,B,,,,203,210
BHP,20130205,10:10:32.047,ENTER,37.370,100,,3736.9999999999995,XT,,1278,1279,A,,,,203,203
BHP,20130205,10:10:43.735,ENTER,37.360,100,,3736.0,,,1286,1287,A,,,,299,203
BHP,20130205,10:10:43.735,ENTER,37.360,100,,3736.0,,,1290,1291,B,,,,110,203
BHP,20130205,10:10:57.199,ENTER,37.370,100,,3736.9999999999995,,,1328,1329,B,,,,299,210
BHP,20130205,10:10:57.199,ENTER,37.370,100,,3736.9999999999995,,,1332,1333,A,,,,299,150
BHP,20130205,10:10:59.443,ENTER,37.360,100,,3736.0,PXT,,1344,1345,A,,,,203,203
BHP,20130205,10:11:02.420,ENTER,37.370,100,,3736.9999999999995,,,1348,1349,B,,,,203,150
BHP,20130205,10:11:11.702,ENTER,37.370,100,,3736.9999999999995,,,1350,1351,B,,,,112,150
BHP,20130205,10:11:11.702,ENTER,37.370,100,,3736.9999999999995,,,1354,1355,A,,,,112,203
BHP,20130205,10:11:18.360,ENTER,37.360,100,,3736.0,,,1390,1391,A,,,,233,244
BHP,20130205,10:11:18.360,ENTER,37.360,100,,3736.0,,,1392,1393,A,,,,299,244
BHP,20130205,10:11:18.360,ENTER,37.360,100,,3736.0,,,1394,1395,B,,,,299,244
BHP,20130205,10:11:18.362,ENTER,37.370,100,,3736.9999999999995,,,1396,1397,B,,,,210,217
BHP,20130205,10:11:37.294,ENTER,37.370,100,,3736.9999999999995,,,1398,1399,B,,,,210,941
BHP,20130205,10:11:49.839,ENTER,37.370,100,,3736.9999999999995,,,1402,1403,A,,,,210,941
BHP,20130205,10:12:05.125,ENTER,37.370,100,,3736.9999999999995,,,1412,1413,B,,,,270,203
BHP,20130205,10:12:05.848,ENTER,37.360,100,,3736.0,,,1430,1431,A,,,,119,203
BHP,20130205,10:12:05.848,ENTER,37.360,100,,3736.0,,,1434,1435,B,,,,299,203
BHP,20130205,10:12:12.943,ENTER,37.370,100,,3736.9999999999995,,,1466,1467,B,,,,270,150
BHP,20130205,10:12:13.025,ENTER,37.360,100,,3736.0,XT,,1470,1471,A,,,,203,203
BHP,20130205,10:12:13.025,ENTER,37.360,100,,3736.0,,,1472,1473,A,,,,217,203
BHP,20130205,10:12:13.042,ENTER,37.370,100,,3736.9999999999995,,,1476,1477,B,,,,210,150
BHP,20130205,10:12:13.042,ENTER,37.370,100,,3736.9999999999995,,,1478,1479,B,,,,210,297
BHP,20130205,10:12:14.528,ENTER,37.360,100,,3736.0,,,1482,1483,A,,,,140,203
BHP,20130205,10:12:14.964,ENTER,37.365,100,,3736.5,,,1486,1487,B,,,,229,210
BHP,20130205,10:12:16.267,ENTER,37.360,100,,3736.0,,,1492,1493,A,,,,210,203
BHP,20130205,10:12:16.267,ENTER,37.360,100,,3736.0,,,1496,1497,B,,,,210,217
BHP,20130205,10:12:32.164,ENTER,37.350,100,,3735.0,,,1512,1513,A,,,,140,299
BHP,20130205,10:12:32.164,ENTER,37.350,100,,3735.0,,,1516,1517,B,,,,150,299
BHP,20130205,10:12:44.042,ENTER,37.330,100,,3733.0,,,1522,1523,A,,,,678,140
BHP,20130205,10:12:56.327,ENTER,37.340,100,,3734.0000000000005,XT,,1524,1525,A,,,,203,203
BHP,20130205,10:12:58.381,ENTER,37.340,100,,3734.0000000000005,XT,,1526,1527,B,,,,203,203
BHP,20130205,10:12:58.381,ENTER,37.340,100,,3734.0000000000005,XT,,1528,1529,B,,,,203,203
BHP,20130205,10:12:58.381,ENTER,37.340,100,,3734.0000000000005,XT,,1530,1531,A,,,,203,203
BHP,20130205,10:13:02.629,ENTER,37.340,100,,3734.0000000000005,XT,,1536,1537,A,,,,203,203
BHP,20130205,10:13:17.299,ENTER,37.340,100,,3734.0000000000005,,,1538,1539,B,,,,203,299
BHP,20130205,10:13:24.837,ENTER,37.330,100,,3733.0,,,1540,1541,B,,,,678,210
BHP,20130205,10:13:27.270,ENTER,37.340,100,,3734.0000000000005,,,1542,1543,A,,,,406,299
BHP,20130205,10:13:28.062,ENTER,37.330,100,,3733.0,,,1544,1545,B,,,,678,203
BHP,20130205,10:13:28.062,ENTER,37.330,100,,3733.0,,,1548,1549,A,,,,217,203
BHP,20130205,10:13:28.104,ENTER,37.330,100,,3733.0,,,1550,1551,B,,,,203,270
BHP,20130205,10:13:34.534,ENTER,37.340,100,,3734.0000000000005,,,1568,1569,B,,,,140,951
BHP,20130205,10:13:35.018,ENTER,37.340,100,,3734.0000000000005,,,1572,1573,A,,,,119,150
BHP,20130205,10:13:47.061,ENTER,37.350,100,,3735.0,,,1602,1603,B,,,,119,297
BHP,20130205,10:13:47.061,ENTER,37.350,100,,3735.0,,,1606,1607,A,,,,119,210
